Stack starts at 00000000802FF000
Stack ends at 00000000802FE000
Observed stack start: 00000000802FEFBC
Main starts at 00000000800021AA
Prime buffer starts at 0000000080028000
Probe buffer starts at 0000000080030000
Allocating page at vaddr: 0x80028000, paddr: 0x80038000, colour: 0
Allocating page at vaddr: 0x80029000, paddr: 0x8003c000, colour: 0
Allocating page at vaddr: 0x8002a000, paddr: 0x80040000, colour: 0
Allocating page at vaddr: 0x8002b000, paddr: 0x80044000, colour: 0
Allocating page at vaddr: 0x8002c000, paddr: 0x80048000, colour: 0
Allocating page at vaddr: 0x8002d000, paddr: 0x8004c000, colour: 0
Allocating page at vaddr: 0x8002e000, paddr: 0x80050000, colour: 0
Allocating page at vaddr: 0x8002f000, paddr: 0x80054000, colour: 0
Allocating page at vaddr: 0x80030000, paddr: 0x80058000, colour: 0
Allocating page at vaddr: 0x80031000, paddr: 0x8005c000, colour: 0
Allocating page at vaddr: 0x80032000, paddr: 0x80060000, colour: 0
Allocating page at vaddr: 0x80033000, paddr: 0x80064000, colour: 0
Allocating page at vaddr: 0x80034000, paddr: 0x80068000, colour: 0
Allocating page at vaddr: 0x80035000, paddr: 0x8006c000, colour: 0
Allocating page at vaddr: 0x80036000, paddr: 0x80070000, colour: 0
Allocating page at vaddr: 0x80037000, paddr: 0x80074000, colour: 0
prime_buffer[0] = 0xdeadbeefdeadbeef
probe_buffer[0] = 0xcafebabecafebabe
prime_buffer[1] = 0xdeadbeefdeadbef0
probe_buffer[1] = 0xcafebabecafebabf
prime_buffer[2] = 0xdeadbeefdeadbef1
probe_buffer[2] = 0xcafebabecafebac0
prime_buffer[3] = 0xdeadbeefdeadbef2
probe_buffer[3] = 0xcafebabecafebac1
prime_buffer[4] = 0xdeadbeefdeadbef3
probe_buffer[4] = 0xcafebabecafebac2
prime_buffer[5] = 0xdeadbeefdeadbef4
probe_buffer[5] = 0xcafebabecafebac3
prime_buffer[6] = 0xdeadbeefdeadbef5
probe_buffer[6] = 0xcafebabecafebac4
prime_buffer[7] = 0xdeadbeefdeadbef6
probe_buffer[7] = 0xcafebabecafebac5
Prime and probe buffers initialized successfully. Staring tests... 
Progress: 0/8192
Progress: 1000/8192
Progress: 2000/8192
Progress: 3000/8192
Progress: 4000/8192
Progress: 5000/8192
Progress: 6000/8192
Progress: 7000/8192
Progress: 8000/8192
Test completed. Results:
3 10151
6 7598
12 7668
24 8002
49 8982
35 8470
7 7568
14 7736
29 8147
58 9184
53 8998
42 8767
21 7901
43 8616
23 8221
46 8721
29 8352
59 9290
55 8894
46 8647
28 8420
56 8971
49 8980
35 8585
7 7645
15 7611
30 8118
60 9276
57 9084
51 9148
39 8420
15 7778
30 8183
61 9155
58 9168
52 9083
40 8416
17 7944
35 8449
7 7571
14 7827
29 8253
58 9193
53 8986
43 8796
22 8097
45 8693
26 8081
52 9002
41 8704
19 7958
39 8450
15 7891
31 8329
63 9057
62 9139
60 9187
57 9288
51 9063
39 8550
14 7707
29 8273
58 9276
53 9079
43 8786
22 8151
44 8681
24 7977
49 8887
34 8441
4 7463
8 7440
17 7961
35 8457
7 7526
14 7685
29 8205
59 9114
55 8900
47 8786
31 8393
62 9168
60 9163
56 8913
49 8899
35 8530
6 7712
13 7780
27 8216
55 8951
46 8716
28 8180
56 9055
49 8965
34 8431
5 7600
11 7797
22 8005
44 8649
25 8207
51 8849
39 8535
15 7661
30 8191
60 9257
57 9169
51 9024
39 8610
15 7629
30 8165
61 9096
59 9102
55 9181
46 8673
29 8214
58 9198
52 9049
40 8629
17 7924
34 8410
4 7625
8 7443
17 7981
34 8422
4 7438
9 7662
19 7878
38 8504
13 7687
26 8205
52 8936
41 8665
19 8145
38 8346
13 7837
27 8183
55 9095
47 8648
31 8207
63 9191
62 9207
61 9272
58 9286
52 8965
40 8373
16 7923
33 8485
2 7690
4 7403
8 7425
16 7675
32 8161
0 7191
1 7384
3 7379
6 7443
12 7677
24 7963
48 8804
33 8436
3 7600
7 7515
14 7724
29 8186
58 9200
53 8995
42 8717
20 8014
40 8383
17 7941
34 8392
4 7585
8 7546
17 7947
35 8446
7 7517
15 7659
30 8172
60 9285
56 9072
48 8717
33 8472
2 7644
4 7512
8 7518
16 7628
33 8338
2 7454
5 7444
11 7697
22 7985
45 8760
26 8264
52 9010
40 8543
16 7665
33 8469
3 7443
7 7438
14 7652
29 8155
58 9343
53 9024
42 8720
21 8078
42 8622
20 7959
41 8654
19 7930
38 8384
12 7703
25 8224
51 9160
38 8530
13 7900
27 8349
54 8866
45 8696
27 8191
55 9000
46 8699
28 8218
57 9240
50 9007
36 8399
8 7443
17 7894
35 8399
7 7469
14 7691
29 8188
59 9361
55 8965
47 8677
30 8237
61 9254
59 9231
55 8983
46 8650
29 8259
59 9125
55 9014
46 8724
28 8193
56 9020
48 8640
33 8305
2 7787
4 7495
8 7407
16 7664
33 8353
2 7618
4 7488
8 7428
17 7979
35 8472
7 7560
14 7717
29 8117
58 9225
52 8865
40 8417
16 7860
33 8420
2 7532
5 7443
10 7689
21 7921
42 8763
21 8050
42 8823
20 7835
40 8378
16 7806
32 8245
0 7237
1 7423
3 7420
7 7379
14 7701
28 8243
56 9050
49 8875
35 8485
6 7422
12 7601
25 8260
51 8984
39 8433
15 7887
31 8141
63 9197
62 9263
61 9172
59 9227
55 8969
46 8716
28 8248
57 9292
51 8888
39 8476
15 7881
30 8160
61 9229
58 9213
52 8920
40 8380
16 7783
32 8140
0 7380
0 7299
1 7479
2 7510
4 7441
9 7698
19 7847
39 8396
15 7724
31 8244
63 9095
62 9236
61 9137
59 9176
54 8944
45 8796
27 8234
55 9031
47 8699
30 8398
61 9269
58 9109
52 9133
41 8685
19 8073
38 8434
12 7719
25 8187
50 8993
36 8488
9 7950
18 8028
36 8474
8 7476
16 7721
33 8483
3 7671
6 7454
13 7700
27 8200
54 8944
44 8829
24 8060
48 8723
33 8380
3 7581
7 7504
15 7723
31 8152
62 9149
60 9221
56 9160
48 8592
32 8293
0 7409
1 7450
2 7380
4 7455
9 7661
18 7967
36 8374
9 7861
18 7981
37 8487
11 7763
22 7928
44 8608
24 8104
48 8726
33 8393
3 7545
7 7434
14 7714
29 8189
59 9276
54 9036
44 8643
24 8010
49 8999
34 8372
5 7640
11 7713
22 7916
44 8652
24 7975
49 9017
34 8441
4 7369
8 7379
16 7688
33 8352
2 7466
4 7380
8 7485
16 7695
32 8166
0 7408
0 7155
0 7155
0 7155
1 7403
2 7438
5 7422
11 7674
22 7938
44 8598
25 8306
50 8875
37 8384
11 7637
23 7994
46 8726
29 8332
58 9279
53 8994
43 8747
22 8051
44 8566
24 7985
48 8769
32 8328
0 7371
0 7503
0 7249
1 7366
2 7396
5 7420
11 7667
23 7912
46 8779
28 8267
57 9275
51 9024
38 8498
13 7762
26 8061
52 8996
41 8819
18 8076
37 8445
10 7735
20 8043
41 8662
19 8154
39 8428
14 7758
29 8110
58 9329
52 9093
41 8650
18 7957
37 8453
11 7808
23 7968
47 8764
30 8211
61 9179
59 9285
55 9036
46 8676
28 8328
57 9208
51 8960
39 8632
14 7769
28 8229
56 8898
48 8824
33 8472
2 7581
5 7480
11 7693
22 7905
44 8689
24 8045
48 8757
32 8251
0 7381
0 7201
1 7379
2 7447
4 7443
8 7443
16 7611
32 8180
0 7223
1 7395
3 7470
7 7443
15 7660
30 8154
61 9113
58 9192
53 8954
42 8629
20 8178
40 8548
16 7798
32 8158
0 7444
1 7573
2 7494
4 7407
9 7705
19 7968
38 8411
13 7756
27 8246
55 8946
47 8632
31 8375
62 9243
61 9233
58 9197
53 9138
42 8734
21 7896
43 8686
23 7950
47 8642
31 8381
63 9199
63 8993
63 9244
62 9048
61 9281
58 9121
53 8960
42 8752
20 8027
41 8704
18 8014
37 8398
11 7673
23 8019
47 8721
30 8321
61 9146
59 9140
54 9072
45 8825
27 8228
54 8924
44 8630
24 7968
49 9004
34 8460
4 7421
9 7630
19 7973
39 8377
15 7853
30 8173
60 9144
56 9080
48 8779
33 8667
3 7454
6 7432
